Rank,TotalUpdate,N,ObjectiveNormMean,ObjectiveNormSD,NREMean,NRESD,RelativeUpdateMean,RelativeUpdateSD,RankBoundMean,RankBoundSD
30,75,10,0.413303104603694,0.0144626270200425,0.336421147461485,0.00306217747826051,0.00277751018770168,9.57187662086229e-05,0.000489945528987848,1.68770138242485e-05
30,76,10,0.41275604141261,0.0144599053111714,0.337708811740143,0.00308490718192794,0.00274265565893087,9.39701643077649e-05,0.00048379907959858,1.65688115868104e-05
30,77,10,0.4122216166699,0.0144573034749733,0.338981385304479,0.0031069017483052,0.00270877607501348,9.23210301141891e-05,0.000477824529124742,1.62781409121493e-05
30,78,10,0.411699349052295,0.0144548052997271,0.340239217499109,0.00312818215855927,0.00267582980842775,9.0765976443213e-05,0.000472014538621684,1.60040521874409e-05
30,79,10,0.411188782426166,0.0144523961394994,0.341482646281899,0.00314877031339602,0.00264377781159108,8.92996688255018e-05,0.00046636222399038,1.57456051138191e-05
30,80,10,0.410689484117092,0.0144500627951033,0.342711998729591,0.00316868891315016,0.00261258337256693,8.79168371254486e-05,0.000460861112902444,1.55018707490395e-05
30,81,10,0.410201043338631,0.0144477934038095,0.343927591517848,0.00318796134538461,0.00258221189418836,8.66122937791513e-05,0.000455505105854442,1.52719347181087e-05
30,82,10,0.409723069763772,0.0144455773370854,0.345129731375298,0.00320661157901956,0.00255263069639435,8.53809564889161e-05,0.000450288441315572,1.50549012104571e-05
30,83,10,0.4092551922237,0.0144434051054624,0.346318715511615,0.00322466406429346,0.0025238088411084,8.42178732307791e-05,0.00044520566485055,1.4849897385665e-05
30,84,10,0.408797057519745,0.0144412682695885,0.347494832020131,0.00324214363808633,0.00249571697859825,8.31182476631068e-05,0.000440251602030618,1.46560778505714e-05
30,85,10,0.408348329335631,0.0144391593565707,0.348658360255785,0.00325907543430363,0.00246832721394026,8.20774633624082e-05,0.000435421334889922,1.44726289302001e-05
30,86,10,0.40790868723838,0.0144370717808322,0.349809571189574,0.00327548479913954,0.00244161299196679,8.10911056794755e-05,0.000430710181641349,1.42987725196457e-05
30,87,10,0.407477825757495,0.0144349997688638,0.35094872774087,0.00329139721111341,0.00241554899889368,8.01549803553325e-05,0.000426113679333818,1.41337693651214e-05
30,88,10,0.4070554535332,0.0144329382874211,0.352076085089145,0.00330683820581207,0.0023901110787016,7.92651283370034e-05,0.000421627569111383,1.39769216753625e-05
30,89,10,0.406641292525729,0.0144308829748875,0.353191890966756,0.00332183330528176,0.0023652761622809,7.84178364833916e-05,0.000417247783723085,1.38275750087e-05
30,90,10,0.406235077278683,0.0144288300756732,0.354296385934464,0.00333640795200167,0.00234102220734238,7.76096440538108e-05,0.000412970436931274,1.36851194167728e-05
30,91,10,0.405836554230556,0.0144267763776458,0.355389803641366,0.00335058744734717,0.00231732814714774,7.68373450351038e-05,0.000408791814475145,1.35489898546687e-05
30,92,10,0.40544548106938,0.0144247191526786,0.356472371070834,0.00336439689441748,0.00229417384622046,7.60979864948855e-05,0.000404708366265083,1.3418665890476e-05
30,93,10,0.405061626126333,0.0144226561004637,0.357544308773955,0.00337786114507059,0.00227154006135383,7.5388863254993e-05,0.000400716699510963,1.32936707660421e-05
30,94,10,0.404684767804833,0.0144205852957618,0.358605831091817,0.00339100475097635,0.00224940840643058,7.47075092648608e-05,0.000396813572522365,1.31735698758348e-05
30,95,10,0.404314694042249,0.0144185051392609,0.359657146367852,0.00340385191847693,0.00222776131979487,7.40516861218593e-05,0.00039299588895863,1.3057968742694e-05
